"","OTU","Sample","Abundance","sample_Sample","host_subject_id","Timepoint","Site","Diet","Age","agexdiet","serum_zinc","wk6_plasma_MCP","wk6_WB_LPS_IL6","MLN_IL17","MLN_IFNg","MLN_CD4_naive","Study","agexstudy","agexdietxweek","agexdietxstudy","Kingdom","Phylum","Class","Order","Family","Genus"
"60","ASV1","ZAM1_s12_OZA",55.1488515832466,"ZAM1_s12_OZA","ZAM1_12","wk0","fecal_wk0","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1355","ASV2","ZAM1_s29_YZS",55.105327529494,"ZAM1_s29_YZS","ZAM1_29","wk0","fecal_wk0","supplemented","young","YZS",0.85,0,244.8,101,192,85.1,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1302","ASV2","ZAM1_s9_YZA",54.6211180124224,"ZAM1_s9_YZA","ZAM1_9","wk0","fecal_wk0","adequate","young","YZA",0.56,21.9,506.9,21.7,320,79,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"45","ASV1","ZAM1_s51_OZA",54.3975796953064,"ZAM1_s51_OZA","ZAM1_14","wk6","fecal_wk6","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1338","ASV2","ZAM2_s9_YZD",54.169360051713,"ZAM2_s9_YZD","ZAM2_9","wk0","fecal_wk0","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2744","ASV3","ZAM2_s47_YZD",54.1125678047855,"ZAM2_s47_YZD","ZAM2_8","wk6","fecal_wk6","deficient","young","YZD",0.6,7.2,209.6,55.6,231.1,86.94,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"95","ASV1","ZAM1_s55_OZA",54.0704049608651,"ZAM1_s55_OZA","ZAM1_18","wk6","fecal_wk6","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1377","ASV2","ZAM1_s26_YZS",54.0380983034482,"ZAM1_s26_YZS","ZAM1_26","wk0","fecal_wk0","supplemented","young","YZS",0.69,0,481.8,13.1,137,88.8,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"67","ASV1","ZAM1_s49_OZA",53.5699023440591,"ZAM1_s49_OZA","ZAM1_12","wk6","fecal_wk6","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1344","ASV2","ZAM1_s25_YZS",52.4623511787432,"ZAM1_s25_YZS","ZAM1_25","wk0","fecal_wk0","supplemented","young","YZS",0.87,0,467.3,62.6,197.8,85.4,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1416","ASV2","ZAM2_s64_YZA",52.3538388330079,"ZAM2_s64_YZA","ZAM2_25","wk6","fecal_wk6","adequate","young","YZA",0.66,0,156.2,NA,NA,NA,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1419","ASV2","ZAM1_s7_YZA",52.196961295331,"ZAM1_s7_YZA","ZAM1_7","wk0","fecal_wk0","adequate","young","YZA",0.66,0,663.5,78.8,428.7,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"124","ASV1","ZAM2_s58_OZD",51.8097259504339,"ZAM2_s58_OZD","ZAM2_19","wk6","fecal_wk6","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"78","ASV1","ZAM1_s52_OZA",51.7917945651936,"ZAM1_s52_OZA","ZAM1_15","wk6","fecal_wk6","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"65","ASV1","ZAM1_s32_OZS",51.7046117302737,"ZAM1_s32_OZS","ZAM1_32","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"5","ASV1","ZAM1_s14_OZA",51.4107599726136,"ZAM1_s14_OZA","ZAM1_14","wk0","fecal_wk0","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1285","ASV2","ZAM2_s1_YZD",51.2789701480913,"ZAM2_s1_YZD","ZAM2_1","wk0","fecal_wk0","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"17","ASV1","ZAM1_s72_OZS",51.2374509197889,"ZAM1_s72_OZS","ZAM1_35","wk6","fecal_wk6","supplemented","old","OZS",0.77,0,1017.9,127.9,676,36.8,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1405","ASV2","ZAM1_s4_YZA",51.1386963556887,"ZAM1_s4_YZA","ZAM1_4","wk0","fecal_wk0","adequate","young","YZA",0.7,33.8,341.4,40.6,359.8,87.5,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"91","ASV1","ZAM2_s20_OZD",50.5363318216645,"ZAM2_s20_OZD","ZAM2_20","wk0","fecal_wk0","deficient","old","OZD",0.45,60.5,968.2,485.6,834,54.01,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"15","ASV1","ZAM2_s15_OZD",50.4007042681076,"ZAM2_s15_OZD","ZAM2_15","wk0","fecal_wk0","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1337","ASV2","ZAM2_s44_YZD",49.620781630523,"ZAM2_s44_YZD","ZAM2_5","wk6","fecal_wk6","deficient","young","YZD",0.6,16.9,115.1,7.1,83.6,82.11,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"18","ASV1","ZAM2_s72_OZA",49.2812065982798,"ZAM2_s72_OZA","ZAM2_33","wk6","fecal_wk6","adequate","old","OZA",NA,37.8,563.3,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"140","ASV1","ZAM2_s77_OZA",49.1678554446029,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"123","ASV1","ZAM2_s78_OZA",48.7925696594427,"ZAM2_s78_OZA","ZAM2_39","wk6","fecal_wk6","adequate","old","OZA",0.54,30.2,465.2,50.2,6175.3,25.4,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"134","ASV1","ZAM1_s40_YZA",48.5076814317982,"ZAM1_s40_YZA","ZAM1_2","wk6","fecal_wk6","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1288","ASV2","ZAM1_s43_YZA",48.4605139763423,"ZAM1_s43_YZA","ZAM1_5","wk6","fecal_wk6","adequate","young","YZA",0.73,26.7,233.7,29.9,562.5,86.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"54","ASV1","ZAM2_s50_OZD",48.4228817046961,"ZAM2_s50_OZD","ZAM2_11","wk6","fecal_wk6","deficient","old","OZD",0.51,52.4,557.9,297.7,3535.6,22.54,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"75","ASV1","ZAM2_s70_OZA",48.0591269535761,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1330","ASV2","ZAM1_s27_YZS",47.844078254695,"ZAM1_s27_YZS","ZAM1_27","wk0","fecal_wk0","supplemented","young","YZS",0.7,0,1270.9,297.6,428.7,80.9,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"84","ASV1","ZAM2_s74_OZA",47.7652526451103,"ZAM2_s74_OZA","ZAM2_35","wk6","fecal_wk6","adequate","old","OZA",NA,NA,NA,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"98","ASV1","ZAM1_s33_OZS",47.4954238242749,"ZAM1_s33_OZS","ZAM1_33","wk0","fecal_wk0","supplemented","old","OZS",0.79,19.9,933.1,316.9,902.8,52.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"29","ASV1","ZAM1_s53_OZA",46.8067269160477,"ZAM1_s53_OZA","ZAM1_16","wk6","fecal_wk6","adequate","old","OZA",0.55,0,768.5,590.2,1404.3,30.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1326","ASV2","ZAM2_s40_YZD",46.7960023515579,"ZAM2_s40_YZD","ZAM2_1","wk6","fecal_wk6","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"141","ASV1","ZAM2_s59_OZD",46.7552530111403,"ZAM2_s59_OZD","ZAM2_20","wk6","fecal_wk6","deficient","old","OZD",0.45,60.5,968.2,485.6,834,54.01,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"81","ASV1","ZAM2_s17_OZD",46.5898696546993,"ZAM2_s17_OZD","ZAM2_17","wk0","fecal_wk0","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1289","ASV2","ZAM1_s1_YZA",46.5799360089165,"ZAM1_s1_YZA","ZAM1_1","wk0","fecal_wk0","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"109","ASV1","ZAM1_s38_OZS",46.1953687523444,"ZAM1_s38_OZS","ZAM1_38","wk0","fecal_wk0","supplemented","old","OZS",0.66,0,731.9,NA,NA,20.1,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2808","ASV3","ZAM2_s34_OZA",45.7967142714471,"ZAM2_s34_OZA","ZAM2_34","wk0","fecal_wk0","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1335","ASV2","ZAM2_s48_YZD",45.5403914118485,"ZAM2_s48_YZD","ZAM2_9","wk6","fecal_wk6","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1368","ASV2","ZAM2_s49_YZD",44.9317181495419,"ZAM2_s49_YZD","ZAM2_10","wk6","fecal_wk6","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"32","ASV1","ZAM1_s31_OZS",44.853574179517,"ZAM1_s31_OZS","ZAM1_31","wk0","fecal_wk0","supplemented","old","OZS",NA,NA,NA,NA,NA,NA,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2726","ASV3","ZAM2_s17_OZD",44.6747084381432,"ZAM2_s17_OZD","ZAM2_17","wk0","fecal_wk0","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2820","ASV3","ZAM2_s53_OZD",44.4973623720461,"ZAM2_s53_OZD","ZAM2_14","wk6","fecal_wk6","deficient","old","OZD",0.43,32.6,497.3,475.2,2278.6,32.04,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"74","ASV1","ZAM1_s48_YZA",43.8866484339993,"ZAM1_s48_YZA","ZAM1_10","wk6","fecal_wk6","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1324","ASV2","ZAM1_s24_YZS",43.793347894394,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"25","ASV1","ZAM2_s19_OZD",43.7561682380362,"ZAM2_s19_OZD","ZAM2_19","wk0","fecal_wk0","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"51","ASV1","ZAM2_s73_OZA",43.425037046582,"ZAM2_s73_OZA","ZAM2_34","wk6","fecal_wk6","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1382","ASV2","ZAM2_s7_YZD",43.1774867822452,"ZAM2_s7_YZD","ZAM2_7","wk0","fecal_wk0","deficient","young","YZD",0.62,16,380.9,58.8,322.8,86.54,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2710","ASV3","ZAM2_s73_OZA",43.0019543414299,"ZAM2_s73_OZA","ZAM2_34","wk6","fecal_wk6","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"105","ASV1","ZAM1_s71_OZS",42.949780774474,"ZAM1_s71_OZS","ZAM1_34","wk6","fecal_wk6","supplemented","old","OZS",0.61,25.8,1234.6,160,2422.4,44.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"79","ASV1","ZAM2_s38_OZA",42.5607827767492,"ZAM2_s38_OZA","ZAM2_38","wk0","fecal_wk0","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1295","ASV2","ZAM2_s46_YZD",41.7480399649033,"ZAM2_s46_YZD","ZAM2_7","wk6","fecal_wk6","deficient","young","YZD",0.62,16,380.9,58.8,322.8,86.54,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1366","ASV2","ZAM1_s22_YZS",41.6968996726362,"ZAM1_s22_YZS","ZAM1_22","wk0","fecal_wk0","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1358","ASV2","ZAM1_s60_YZS",41.0707385941447,"ZAM1_s60_YZS","ZAM1_23","wk6","fecal_wk6","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2757","ASV3","ZAM2_s72_OZA",40.73852976292,"ZAM2_s72_OZA","ZAM2_33","wk6","fecal_wk6","adequate","old","OZA",NA,37.8,563.3,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"137","ASV1","ZAM2_s76_OZA",40.1378101628993,"ZAM2_s76_OZA","ZAM2_37","wk6","fecal_wk6","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1356","ASV2","ZAM2_s3_YZD",39.7965358760897,"ZAM2_s3_YZD","ZAM2_3","wk0","fecal_wk0","deficient","young","YZD",0.5,19.3,232.6,30.3,240.3,82.5,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2720","ASV3","ZAM1_s18_OZA",38.8814529250054,"ZAM1_s18_OZA","ZAM1_18","wk0","fecal_wk0","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2819","ASV3","ZAM2_s38_OZA",38.7577203248956,"ZAM2_s38_OZA","ZAM2_38","wk0","fecal_wk0","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"23","ASV1","ZAM1_s18_OZA",38.6850900464058,"ZAM1_s18_OZA","ZAM1_18","wk0","fecal_wk0","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2762","ASV3","ZAM2_s77_OZA",38.6437742001223,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1389","ASV2","ZAM1_s39_YZA",38.5834651116822,"ZAM1_s39_YZA","ZAM1_1","wk6","fecal_wk6","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2817","ASV3","ZAM1_s63_YZS",38.1666210337379,"ZAM1_s63_YZS","ZAM1_26","wk6","fecal_wk6","supplemented","young","YZS",0.69,0,481.8,13.1,137,88.8,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2725","ASV3","ZAM1_s22_YZS",37.8132100905065,"ZAM1_s22_YZS","ZAM1_22","wk0","fecal_wk0","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2724","ASV3","ZAM1_s1_YZA",35.5112080478876,"ZAM1_s1_YZA","ZAM1_1","wk0","fecal_wk0","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2821","ASV3","ZAM1_s7_YZA",35.4607962737052,"ZAM1_s7_YZA","ZAM1_7","wk0","fecal_wk0","adequate","young","YZA",0.66,0,663.5,78.8,428.7,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"112","ASV1","ZAM2_s39_OZA",35.403017122722,"ZAM2_s39_OZA","ZAM2_39","wk0","fecal_wk0","adequate","old","OZA",0.54,30.2,465.2,50.2,6175.3,25.4,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2699","ASV3","ZAM1_s24_YZS",34.8392535540484,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2754","ASV3","ZAM1_s55_OZA",34.689504795755,"ZAM1_s55_OZA","ZAM1_18","wk6","fecal_wk6","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"76","ASV1","ZAM1_s37_OZS",34.6009405182762,"ZAM1_s37_OZS","ZAM1_37","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"68","ASV1","ZAM2_s34_OZA",34.2217617097773,"ZAM2_s34_OZA","ZAM2_34","wk0","fecal_wk0","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1417","ASV2","ZAM1_s41_YZA",34.167911775169,"ZAM1_s41_YZA","ZAM1_3","wk6","fecal_wk6","adequate","young","YZA",0.71,13.7,583.3,NA,NA,NA,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2742","ASV3","ZAM1_s14_OZA",34.0969694785773,"ZAM1_s14_OZA","ZAM1_14","wk0","fecal_wk0","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2740","ASV3","ZAM2_s42_YZD",34.0810847704418,"ZAM2_s42_YZD","ZAM2_3","wk6","fecal_wk6","deficient","young","YZD",0.5,19.3,232.6,30.3,240.3,82.5,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"2714","ASV3","ZAM2_s40_YZD",33.8154027042916,"ZAM2_s40_YZD","ZAM2_1","wk6","fecal_wk6","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
